Analysis Id,Sample Id,Sample#,Type,Fixed?,Latitude,Longitude,Distance(miles),Bearing,Direction,Collection Date,Source,Description,Filter Type,Volume,Volume Unit,Uncertainty%,MDA,Method Code,Moisture%,Nuclide,Result,Unit
200629,7233,SCF-00001,Air Filter,No,37.354164,140.322898,39.3215274188839,263.41605560458,W,3/21/2011 4:54:57 PM,DOE,"Field Team: Charcoal  Paired with SCF-07628  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.;",charcoal,22,cubic feet,0,1.25853597229402E-11,Gamma Spectroscopy,,Te-132,0,uCi/mL
200631,7233,SCF-00001,Air Filter,No,37.354164,140.322898,39.3215274188839,263.41605560458,W,3/21/2011 4:54:57 PM,DOE,"Field Team: Charcoal  Paired with SCF-07628  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.;",charcoal,22,cubic feet,0,2.95603287723541E-11,Gamma Spectroscopy,,Xe-133,0,uCi/mL
200633,7233,SCF-00001,Air Filter,No,37.354164,140.322898,39.3215274188839,263.41605560458,W,3/21/2011 4:54:57 PM,DOE,"Field Team: Charcoal  Paired with SCF-07628  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.;",charcoal,22,cubic feet,0,5.11087068414688E-12,Gamma Spectroscopy,,Zr-95,0,uCi/mL
200635,7233,SCF-00001,Air Filter,No,37.354164,140.322898,39.3215274188839,263.41605560458,W,3/21/2011 4:54:57 PM,DOE,"Field Team: Charcoal  Paired with SCF-07628  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.;",charcoal,22,cubic feet,8.72980558406782E-12,4.64279354433188E-12,Gamma Spectroscopy,,I-131,2.58420845080146E-11,uCi/mL
200637,7327,SCF-00003,Air Filter,No,37.290957,140.352653,38.4913839758391,256.636823347506,WSW,3/22/2011 2:43:00 PM,DOE,"Field Team: Paper Air Filter  Associated with SCF-00062  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: Expressway Exit 16 ;",paper,25.8,cubic feet,1.54E-12,3.06E-12,GP Counting,,Sr-Total,-2.63E-13,uCi/mL
200639,7327,SCF-00003,Air Filter,No,37.290957,140.352653,38.4913839758391,256.636823347506,WSW,3/22/2011 2:43:00 PM,DOE,"Field Team: Paper Air Filter  Associated with SCF-00062  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: Expressway Exit 16 ;",paper,25.8,cubic feet,0,3.23199995412582E-12,Gamma Spectroscopy,,Ba-140,0,uCi/mL
200641,7327,SCF-00003,Air Filter,No,37.290957,140.352653,38.4913839758391,256.636823347506,WSW,3/22/2011 2:43:00 PM,DOE,"Field Team: Paper Air Filter  Associated with SCF-00062  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: Expressway Exit 16 ;",paper,25.8,cubic feet,0,8.65600039562375E-12,Gamma Spectroscopy,,Ce-144,0,uCi/mL
200643,7327,SCF-00003,Air Filter,No,37.290957,140.352653,38.4913839758391,256.636823347506,WSW,3/22/2011 2:43:00 PM,DOE,"Field Team: Paper Air Filter  Associated with SCF-00062  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: Expressway Exit 16 ;",paper,25.8,cubic feet,0,5.23540784785975E-12,Gamma Spectroscopy,,Cs-136,0,uCi/mL
200645,7327,SCF-00003,Air Filter,No,37.290957,140.352653,38.4913839758391,256.636823347506,WSW,3/22/2011 2:43:00 PM,DOE,"Field Team: Paper Air Filter  Associated with SCF-00062  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: Expressway Exit 16 ;",paper,25.8,cubic feet,0,9.12036516422983E-12,Gamma Spectroscopy,,I-132,0,uCi/mL
200647,7327,SCF-00003,Air Filter,No,37.290957,140.352653,38.4913839758391,256.636823347506,WSW,3/22/2011 2:43:00 PM,DOE,"Field Team: Paper Air Filter  Associated with SCF-00062  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: Expressway Exit 16 ;",paper,25.8,cubic feet,0,5.18800002957676E-11,Gamma Spectroscopy,,Np-239,0,uCi/mL
200649,7327,SCF-00003,Air Filter,No,37.290957,140.352653,38.4913839758391,256.636823347506,WSW,3/22/2011 2:43:00 PM,DOE,"Field Team: Paper Air Filter  Associated with SCF-00062  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: Expressway Exit 16 ;",paper,25.8,cubic feet,0,2.4820000221748E-11,Gamma Spectroscopy,,Sb-127,0,uCi/mL
200651,7327,SCF-00003,Air Filter,No,37.290957,140.352653,38.4913839758391,256.636823347506,WSW,3/22/2011 2:43:00 PM,DOE,"Field Team: Paper Air Filter  Associated with SCF-00062  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: Expressway Exit 16 ;",paper,25.8,cubic feet,0,2.52200003103553E-08,Gamma Spectroscopy,,Sr-89gamma,0,uCi/mL
200653,7327,SCF-00003,Air Filter,No,37.290957,140.352653,38.4913839758391,256.636823347506,WSW,3/22/2011 2:43:00 PM,DOE,"Field Team: Paper Air Filter  Associated with SCF-00062  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: Expressway Exit 16 ;",paper,25.8,cubic feet,0,2.01600004051672E-11,Gamma Spectroscopy,,Te-129m,0,uCi/mL
200655,7327,SCF-00003,Air Filter,No,37.290957,140.352653,38.4913839758391,256.636823347506,WSW,3/22/2011 2:43:00 PM,DOE,"Field Team: Paper Air Filter  Associated with SCF-00062  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: Expressway Exit 16 ;",paper,25.8,cubic feet,0,9.12036516422983E-12,Gamma Spectroscopy,,Te-132,0,uCi/mL
200657,7327,SCF-00003,Air Filter,No,37.290957,140.352653,38.4913839758391,256.636823347506,WSW,3/22/2011 2:43:00 PM,DOE,"Field Team: Paper Air Filter  Associated with SCF-00062  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: Expressway Exit 16 ;",paper,25.8,cubic feet,0,1.15600003527949E-11,Gamma Spectroscopy,,Xe-133,0,uCi/mL
200659,7327,SCF-00003,Air Filter,No,37.290957,140.352653,38.4913839758391,256.636823347506,WSW,3/22/2011 2:43:00 PM,DOE,"Field Team: Paper Air Filter  Associated with SCF-00062  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: Expressway Exit 16 ;",paper,25.8,cubic feet,0,3.82799998296934E-12,Gamma Spectroscopy,,Zr-95,0,uCi/mL
200661,7327,SCF-00003,Air Filter,No,37.290957,140.352653,38.4913839758391,256.636823347506,WSW,3/22/2011 2:43:00 PM,DOE,"Field Team: Paper Air Filter  Associated with SCF-00062  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: Expressway Exit 16 ;",paper,25.8,cubic feet,1.00433356462704E-11,2.58468196779018E-11,GP Counting,,Gross Alpha,1.00433356462704E-12,uCi/mL
200663,7327,SCF-00003,Air Filter,No,37.290957,140.352653,38.4913839758391,256.636823347506,WSW,3/22/2011 2:43:00 PM,DOE,"Field Team: Paper Air Filter  Associated with SCF-00062  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: Expressway Exit 16 ;",paper,25.8,cubic feet,1.46404116780743E-12,1.7181939897885E-12,Gamma Spectroscopy,,Cs-134,1.60335888112393E-12,uCi/mL
200665,7327,SCF-00003,Air Filter,No,37.290957,140.352653,38.4913839758391,256.636823347506,WSW,3/22/2011 2:43:00 PM,DOE,"Field Team: Paper Air Filter  Associated with SCF-00062  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: Expressway Exit 16 ;",paper,25.8,cubic feet,1.87809637659018E-12,1.33987387601337E-12,Gamma Spectroscopy,,Cs-137,2.42827889422216E-12,uCi/mL
200667,7327,SCF-00003,Air Filter,No,37.290957,140.352653,38.4913839758391,256.636823347506,WSW,3/22/2011 2:43:00 PM,DOE,"Field Team: Paper Air Filter  Associated with SCF-00062  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: Expressway Exit 16 ;",paper,25.8,cubic feet,1.48919436901351E-11,3.69266517881418E-12,Gamma Spectroscopy,,I-131,6.06156338762074E-11,uCi/mL
200669,7327,SCF-00003,Air Filter,No,37.290957,140.352653,38.4913839758391,256.636823347506,WSW,3/22/2011 2:43:00 PM,DOE,"Field Team: Paper Air Filter  Associated with SCF-00062  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: Expressway Exit 16 ;",paper,25.8,cubic feet,8.46889508760508E-11,3.27393049253423E-11,GP Counting,,Gross Beta,6.00630857276956E-10,uCi/mL
200671,7299,SCF-00004,Air Filter,No,35.611714,140.064085,135.922929990206,203.560984970456,SSW,3/22/2011 12:14:56 PM,DOE,"Field Team: Charcoal Air Filter  Probably Associated with SCF-00005  Possibly actually a paper air filter  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: RAINING SEAWALL AREA BY BAY  OPEN AREA BY HIGHWAY;",paper,23.44,cubic feet,1.39E-12,2.88E-12,GP Counting,,Sr-Total,-8.86E-13,uCi/mL
200673,7299,SCF-00004,Air Filter,No,35.611714,140.064085,135.922929990206,203.560984970456,SSW,3/22/2011 12:14:56 PM,DOE,"Field Team: Charcoal Air Filter  Probably Associated with SCF-00005  Possibly actually a paper air filter  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: RAINING SEAWALL AREA BY BAY  OPEN AREA BY HIGHWAY;",paper,23.44,cubic feet,0,3.8040000836792E-12,Gamma Spectroscopy,,Ba-140,0,uCi/mL
200675,7299,SCF-00004,Air Filter,No,35.611714,140.064085,135.922929990206,203.560984970456,SSW,3/22/2011 12:14:56 PM,DOE,"Field Team: Charcoal Air Filter  Probably Associated with SCF-00005  Possibly actually a paper air filter  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: RAINING SEAWALL AREA BY BAY  OPEN AREA BY HIGHWAY;",paper,23.44,cubic feet,0,1.49999995063821E-11,Gamma Spectroscopy,,Ce-144,0,uCi/mL
200677,7299,SCF-00004,Air Filter,No,35.611714,140.064085,135.922929990206,203.560984970456,SSW,3/22/2011 12:14:56 PM,DOE,"Field Team: Charcoal Air Filter  Probably Associated with SCF-00005  Possibly actually a paper air filter  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: RAINING SEAWALL AREA BY BAY  OPEN AREA BY HIGHWAY;",paper,23.44,cubic feet,0,6.06530719719986E-12,Gamma Spectroscopy,,Cs-136,0,uCi/mL
200679,7299,SCF-00004,Air Filter,No,35.611714,140.064085,135.922929990206,203.560984970456,SSW,3/22/2011 12:14:56 PM,DOE,"Field Team: Charcoal Air Filter  Probably Associated with SCF-00005  Possibly actually a paper air filter  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: RAINING SEAWALL AREA BY BAY  OPEN AREA BY HIGHWAY;",paper,23.44,cubic feet,0,1.11640002797841E-10,Gamma Spectroscopy,,Np-239,0,uCi/mL
200681,7299,SCF-00004,Air Filter,No,35.611714,140.064085,135.922929990206,203.560984970456,SSW,3/22/2011 12:14:56 PM,DOE,"Field Team: Charcoal Air Filter  Probably Associated with SCF-00005  Possibly actually a paper air filter  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: RAINING SEAWALL AREA BY BAY  OPEN AREA BY HIGHWAY;",paper,23.44,cubic feet,0,3.08799999459986E-11,Gamma Spectroscopy,,Sb-127,0,uCi/mL
200683,7299,SCF-00004,Air Filter,No,35.611714,140.064085,135.922929990206,203.560984970456,SSW,3/22/2011 12:14:56 PM,DOE,"Field Team: Charcoal Air Filter  Probably Associated with SCF-00005  Possibly actually a paper air filter  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: RAINING SEAWALL AREA BY BAY  OPEN AREA BY HIGHWAY;",paper,23.44,cubic feet,0,2.9100000631388E-08,Gamma Spectroscopy,,Sr-89gamma,0,uCi/mL
200685,7299,SCF-00004,Air Filter,No,35.611714,140.064085,135.922929990206,203.560984970456,SSW,3/22/2011 12:14:56 PM,DOE,"Field Team: Charcoal Air Filter  Probably Associated with SCF-00005  Possibly actually a paper air filter  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: RAINING SEAWALL AREA BY BAY  OPEN AREA BY HIGHWAY;",paper,23.44,cubic feet,0,2.34000006871238E-11,Gamma Spectroscopy,,Te-129m,0,uCi/mL
200687,7299,SCF-00004,Air Filter,No,35.611714,140.064085,135.922929990206,203.560984970456,SSW,3/22/2011 12:14:56 PM,DOE,"Field Team: Charcoal Air Filter  Probably Associated with SCF-00005  Possibly actually a paper air filter  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: RAINING SEAWALL AREA BY BAY  OPEN AREA BY HIGHWAY;",paper,23.44,cubic feet,0,2.22000005184464E-11,Gamma Spectroscopy,,Xe-133,0,uCi/mL
200689,7299,SCF-00004,Air Filter,No,35.611714,140.064085,135.922929990206,203.560984970456,SSW,3/22/2011 12:14:56 PM,DOE,"Field Team: Charcoal Air Filter  Probably Associated with SCF-00005  Possibly actually a paper air filter  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: RAINING SEAWALL AREA BY BAY  OPEN AREA BY HIGHWAY;",paper,23.44,cubic feet,0,3.98400019571699E-12,Gamma Spectroscopy,,Zr-95,0,uCi/mL
200691,7299,SCF-00004,Air Filter,No,35.611714,140.064085,135.922929990206,203.560984970456,SSW,3/22/2011 12:14:56 PM,DOE,"Field Team: Charcoal Air Filter  Probably Associated with SCF-00005  Possibly actually a paper air filter  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: RAINING SEAWALL AREA BY BAY  OPEN AREA BY HIGHWAY;",paper,23.44,cubic feet,3.07534382465537E-12,2.16184529665844E-12,Gamma Spectroscopy,,Cs-137,6.38020631140975E-12,uCi/mL
200693,7299,SCF-00004,Air Filter,No,35.611714,140.064085,135.922929990206,203.560984970456,SSW,3/22/2011 12:14:56 PM,DOE,"Field Team: Charcoal Air Filter  Probably Associated with SCF-00005  Possibly actually a paper air filter  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: RAINING SEAWALL AREA BY BAY  OPEN AREA BY HIGHWAY;",paper,23.44,cubic feet,3.024477577549E-12,2.31039760657722E-12,Gamma Spectroscopy,,Cs-134,8.8276619976044E-12,uCi/mL
200695,7299,SCF-00004,Air Filter,No,35.611714,140.064085,135.922929990206,203.560984970456,SSW,3/22/2011 12:14:56 PM,DOE,"Field Team: Charcoal Air Filter  Probably Associated with SCF-00005  Possibly actually a paper air filter  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: RAINING SEAWALL AREA BY BAY  OPEN AREA BY HIGHWAY;",paper,23.44,cubic feet,1.14957140609337E-10,2.58468945695512E-11,GP Counting,,Gross Alpha,1.14957140609337E-11,uCi/mL
200697,7299,SCF-00004,Air Filter,No,35.611714,140.064085,135.922929990206,203.560984970456,SSW,3/22/2011 12:14:56 PM,DOE,"Field Team: Charcoal Air Filter  Probably Associated with SCF-00005  Possibly actually a paper air filter  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: RAINING SEAWALL AREA BY BAY  OPEN AREA BY HIGHWAY;",paper,23.44,cubic feet,1.74389489278991E-11,1.18988453473567E-11,Gamma Spectroscopy,,I-132,2.50604105571848E-11,uCi/mL
200699,7299,SCF-00004,Air Filter,No,35.611714,140.064085,135.922929990206,203.560984970456,SSW,3/22/2011 12:14:56 PM,DOE,"Field Team: Charcoal Air Filter  Probably Associated with SCF-00005  Possibly actually a paper air filter  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: RAINING SEAWALL AREA BY BAY  OPEN AREA BY HIGHWAY;",paper,23.44,cubic feet,1.74389489278991E-11,1.18988453473567E-11,Gamma Spectroscopy,,Te-132,2.50604105571848E-11,uCi/mL
200701,7299,SCF-00004,Air Filter,No,35.611714,140.064085,135.922929990206,203.560984970456,SSW,3/22/2011 12:14:56 PM,DOE,"Field Team: Charcoal Air Filter  Probably Associated with SCF-00005  Possibly actually a paper air filter  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: RAINING SEAWALL AREA BY BAY  OPEN AREA BY HIGHWAY;",paper,23.44,cubic feet,1.90177414671638E-10,5.57585336780532E-12,Gamma Spectroscopy,,I-131,8.91467751886931E-10,uCi/mL
200703,7299,SCF-00004,Air Filter,No,35.611714,140.064085,135.922929990206,203.560984970456,SSW,3/22/2011 12:14:56 PM,DOE,"Field Team: Charcoal Air Filter  Probably Associated with SCF-00005  Possibly actually a paper air filter  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation  Results verified by LLNL and Triage.; Description: RAINING SEAWALL AREA BY BAY  OPEN AREA BY HIGHWAY;",paper,23.44,cubic feet,2.61516417645713E-10,3.27393997880982E-11,GP Counting,,Gross Beta,5.9570937960299E-09,uCi/mL
200705,7301,SCF-00005,Air Filter,No,35.611714,140.064085,135.922929990206,203.560984970456,SSW,3/22/2011 12:14:29 PM,DOE,"Field Team: Charcoal   Probably Associated with SCF-00004  Possibly actually a paper filter  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.  ; Description: RAINING SEAWALL AREA BY BAY  OPEN AREA BY HIGHWAY;",charcoal,23.44,cubic feet,0,4.83977517929077E-12,Gamma Spectroscopy,,Ba-140,0,uCi/mL
200707,7301,SCF-00005,Air Filter,No,35.611714,140.064085,135.922929990206,203.560984970456,SSW,3/22/2011 12:14:29 PM,DOE,"Field Team: Charcoal   Probably Associated with SCF-00004  Possibly actually a paper filter  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.  ; Description: RAINING SEAWALL AREA BY BAY  OPEN AREA BY HIGHWAY;",charcoal,23.44,cubic feet,0,1.14968408168793E-11,Gamma Spectroscopy,,Ce-144,0,uCi/mL
200709,7301,SCF-00005,Air Filter,No,35.611714,140.064085,135.922929990206,203.560984970456,SSW,3/22/2011 12:14:29 PM,DOE,"Field Team: Charcoal   Probably Associated with SCF-00004  Possibly actually a paper filter  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.  ; Description: RAINING SEAWALL AREA BY BAY  OPEN AREA BY HIGHWAY;",charcoal,23.44,cubic feet,0,1.86998839837199E-12,Gamma Spectroscopy,,Cs-134,0,uCi/mL
200711,7301,SCF-00005,Air Filter,No,35.611714,140.064085,135.922929990206,203.560984970456,SSW,3/22/2011 12:14:29 PM,DOE,"Field Team: Charcoal   Probably Associated with SCF-00004  Possibly actually a paper filter  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.  ; Description: RAINING SEAWALL AREA BY BAY  OPEN AREA BY HIGHWAY;",charcoal,23.44,cubic feet,0,7.66230733254137E-12,Gamma Spectroscopy,,Cs-136,0,uCi/mL
200713,7301,SCF-00005,Air Filter,No,35.611714,140.064085,135.922929990206,203.560984970456,SSW,3/22/2011 12:14:29 PM,DOE,"Field Team: Charcoal   Probably Associated with SCF-00004  Possibly actually a paper filter  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.  ; Description: RAINING SEAWALL AREA BY BAY  OPEN AREA BY HIGHWAY;",charcoal,23.44,cubic feet,0,1.76188019198868E-12,Gamma Spectroscopy,,Cs-137,0,uCi/mL
200715,7301,SCF-00005,Air Filter,No,35.611714,140.064085,135.922929990206,203.560984970456,SSW,3/22/2011 12:14:29 PM,DOE,"Field Team: Charcoal   Probably Associated with SCF-00004  Possibly actually a paper filter  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.  ; Description: RAINING SEAWALL AREA BY BAY  OPEN AREA BY HIGHWAY;",charcoal,23.44,cubic feet,0,3.95411831245671E-11,Gamma Spectroscopy,,I-132,0,uCi/mL
200717,7301,SCF-00005,Air Filter,No,35.611714,140.064085,135.922929990206,203.560984970456,SSW,3/22/2011 12:14:29 PM,DOE,"Field Team: Charcoal   Probably Associated with SCF-00004  Possibly actually a paper filter  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.  ; Description: RAINING SEAWALL AREA BY BAY  OPEN AREA BY HIGHWAY;",charcoal,23.44,cubic feet,0,6.50505943432617E-10,Gamma Spectroscopy,,Np-239,0,uCi/mL
200719,7301,SCF-00005,Air Filter,No,35.611714,140.064085,135.922929990206,203.560984970456,SSW,3/22/2011 12:14:29 PM,DOE,"Field Team: Charcoal   Probably Associated with SCF-00004  Possibly actually a paper filter  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.  ; Description: RAINING SEAWALL AREA BY BAY  OPEN AREA BY HIGHWAY;",charcoal,23.44,cubic feet,0,9.29274856567383E-11,Gamma Spectroscopy,,Sb-127,0,uCi/mL
